algorithm,scenario_id,t,T,x,z,a,B_accept,g_proposals,h_proposals,total_proposals,acceptance_rate,mean_proposals_per_draw,median_proposals_per_draw,B_time,timing_reps,elapsed_median_sec,elapsed_mean_sec,elapsed_sd_sec,sec_per_draw_median,acceptance_seed
3,147,1.5,3.0,1.95,1.95,2.0,2000,350774,0,350774,0.005701676863165457,175.387,123.0,10000,1,60.216662083000074,60.216662083000074,,0.006021666208300008,100147
3,148,2.0,3.0,1.95,1.95,2.0,2000,344355,0,344355,0.005807959808918122,172.1775,119.0,10000,1,28.156720791999987,28.156720791999987,,0.0028156720791999985,100148
3,149,2.5,3.0,1.95,1.95,2.0,2000,349328,0,349328,0.005725278248522878,174.664,120.0,10000,1,23.006610333000026,23.006610333000026,,0.002300661033300003,100149
3,150,2.9,3.0,1.95,1.95,2.0,2000,492281,0,492281,0.004062720275614944,246.1405,173.0,10000,1,36.234511957999985,36.234511957999985,,0.0036234511957999984,100150
4,1,0.1,3.0,0.0,0.05,2.0,2000,0,12763,12763,0.15670296952127244,6.3815,5.0,10000,1,1.0015038340000046,1.0015038340000046,,0.00010015038340000046,100001
4,2,1.0,3.0,0.0,0.05,2.0,2000,0,9032,9032,0.22143489813994685,4.516,3.0,10000,1,1.223830082999939,1.223830082999939,,0.00012238300829999388,100002
4,3,1.5,3.0,0.0,0.05,2.0,2000,0,8830,8830,0.22650056625141562,4.415,3.0,10000,1,1.153275542000074,1.153275542000074,,0.0001153275542000074,100003
4,4,2.0,3.0,0.0,0.05,2.0,2000,3896,0,3896,0.5133470225872689,1.948,1.0,10000,1,0.37296658300010677,0.37296658300010677,,3.729665830001068e-05,100004
4,5,2.5,3.0,0.0,0.05,2.0,2000,4126,0,4126,0.4847309743092584,2.063,2.0,10000,1,0.31490916600000673,0.31490916600000673,,3.149091660000067e-05,100005
4,6,2.9,3.0,0.0,0.05,2.0,2000,5627,0,5627,0.3554291807357384,2.8135,2.0,10000,1,0.4629059579999648,0.4629059579999648,,4.629059579999648e-05,100006
4,7,0.1,3.0,0.0,0.525,2.0,2000,0,14787,14787,0.13525393927098125,7.3935,5.0,10000,1,1.137851167000008,1.137851167000008,,0.0001137851167000008,100007
4,8,1.0,3.0,0.0,0.525,2.0,2000,0,9898,9898,0.2020610224287735,4.949,4.0,10000,1,1.282239249999975,1.282239249999975,,0.0001282239249999975,100008
4,9,1.5,3.0,0.0,0.525,2.0,2000,0,10220,10220,0.19569471624266144,5.11,4.0,10000,1,1.1968456249999235,1.1968456249999235,,0.00011968456249999235,100009
4,10,2.0,3.0,0.0,0.525,2.0,2000,4054,0,4054,0.493339911198816,2.027,2.0,10000,1,0.384494999999788,0.384494999999788,,3.8449499999978795e-05,100010
4,11,2.5,3.0,0.0,0.525,2.0,2000,3978,0,3978,0.5027652086475616,1.989,2.0,10000,1,0.34812462500008223,0.34812462500008223,,3.4812462500008226e-05,100011
4,12,2.9,3.0,0.0,0.525,2.0,2000,4454,0,4454,0.449034575662326,2.227,2.0,10000,1,0.34478949999993347,0.34478949999993347,,3.447894999999335e-05,100012
4,13,0.1,3.0,0.0,1.0,2.0,2000,0,20039,20039,0.09980537950995559,10.0195,7.0,10000,1,1.5961017919998994,1.5961017919998994,,0.00015961017919998994,100013
4,14,1.0,3.0,0.0,1.0,2.0,2000,0,13514,13514,0.1479946721918011,6.757,5.0,10000,1,1.7630401670000992,1.7630401670000992,,0.00017630401670000993,100014
4,15,1.5,3.0,0.0,1.0,2.0,2000,0,14245,14245,0.1404001404001404,7.1225,5.0,10000,1,1.5912914589998763,1.5912914589998763,,0.00015912914589998764,100015
4,16,2.0,3.0,0.0,1.0,2.0,2000,4091,0,4091,0.48887802493277926,2.0455,2.0,10000,1,0.3756766249998691,0.3756766249998691,,3.756766249998691e-05,100016
4,17,2.5,3.0,0.0,1.0,2.0,2000,4084,0,4084,0.48971596474045054,2.042,2.0,10000,1,0.3105103749999216,0.3105103749999216,,3.1051037499992164e-05,100017
4,18,2.9,3.0,0.0,1.0,2.0,2000,3434,0,3434,0.5824111822947,1.717,1.0,10000,1,0.28448595800000476,0.28448595800000476,,2.8448595800000474e-05,100018
4,19,0.1,3.0,0.0,1.4749999999999999,2.0,2000,0,39910,39910,0.05011275369581558,19.955,14.0,10000,1,3.1692223750001176,3.1692223750001176,,0.00031692223750001176,100019
4,20,1.0,3.0,0.0,1.4749999999999999,2.0,2000,0,27732,27732,0.07211885186787827,13.866,9.0,10000,1,3.22266466699989,3.22266466699989,,0.000322266466699989,100020
4,21,1.5,3.0,0.0,1.4749999999999999,2.0,2000,0,27993,27993,0.07144643303683064,13.9965,10.0,10000,1,3.217964916000028,3.217964916000028,,0.0003217964916000028,100021
4,22,2.0,3.0,0.0,1.4749999999999999,2.0,2000,3915,0,3915,0.5108556832694764,1.9575,1.0,10000,1,0.3755436250000912,0.3755436250000912,,3.755436250000912e-05,100022
4,23,2.5,3.0,0.0,1.4749999999999999,2.0,2000,4120,0,4120,0.4854368932038835,2.06,2.0,10000,1,0.34721333299989965,0.34721333299989965,,3.4721333299989965e-05,100023
4,24,2.9,3.0,0.0,1.4749999999999999,2.0,2000,4393,0,4393,0.45526974732529024,2.1965,2.0,10000,1,0.3386281250000138,0.3386281250000138,,3.3862812500001384e-05,100024
4,25,0.1,3.0,0.0,1.95,2.0,2000,0,505625,505625,0.003955500618046972,252.8125,174.0,10000,1,39.447267709000016,39.447267709000016,,0.003944726770900002,100025
4,26,1.0,3.0,0.0,1.95,2.0,2000,0,353003,353003,0.0056656742293974835,176.5015,126.0,10000,1,39.36045854200006,39.36045854200006,,0.003936045854200006,100026
4,27,1.5,3.0,0.0,1.95,2.0,2000,0,345216,345216,0.005793474230626622,172.608,121.0,10000,1,38.82660791700005,38.82660791700005,,0.0038826607917000046,100027
4,28,2.0,3.0,0.0,1.95,2.0,2000,3937,0,3937,0.508001016002032,1.9685,1.0,10000,1,0.3655612080001447,0.3655612080001447,,3.655612080001447e-05,100028
4,29,2.5,3.0,0.0,1.95,2.0,2000,4002,0,4002,0.49975012493753124,2.001,1.0,10000,1,0.3099944579998919,0.3099944579998919,,3.099944579998919e-05,100029
4,30,2.9,3.0,0.0,1.95,2.0,2000,5743,0,5743,0.34825004353125544,2.8715,2.0,10000,1,0.4560906660001365,0.4560906660001365,,4.560906660001365e-05,100030
5,1,0.1,3.0,0.05,2.0,2.0,2000,5683,0,5683,0.35192679922576103,2.8415,2.0,10000,1,0.45645504200001596,0.45645504200001596,,4.5645504200001595e-05,100001
5,2,1.0,3.0,0.05,2.0,2.0,2000,4010,0,4010,0.49875311720698257,2.005,1.0,10000,1,0.36661370799993165,0.36661370799993165,,3.666137079999317e-05,100002
5,3,1.5,3.0,0.05,2.0,2.0,2000,0,8845,8845,0.22611644997173544,4.4225,3.0,10000,1,1.1459567080000852,1.1459567080000852,,0.00011459567080000853,100003
5,4,2.0,3.0,0.05,2.0,2.0,2000,0,8553,8553,0.233836080907284,4.2765,3.0,10000,1,1.2262677079997957,1.2262677079997957,,0.00012262677079997956,100004
5,5,2.5,3.0,0.05,2.0,2.0,2000,0,9068,9068,0.22055580061755625,4.534,3.0,10000,1,0.8506257499998355,0.8506257499998355,,8.506257499998356e-05,100005
5,6,2.9,3.0,0.05,2.0,2.0,2000,0,12721,12721,0.15722034431255405,6.3605,5.0,10000,1,1.0340863750000153,1.0340863750000153,,0.00010340863750000153,100006
5,7,0.1,3.0,0.525,2.0,2.0,2000,4416,0,4416,0.4528985507246377,2.208,2.0,10000,1,0.3423979579999923,0.3423979579999923,,3.423979579999923e-05,100007
5,8,1.0,3.0,0.525,2.0,2.0,2000,3860,0,3860,0.5181347150259067,1.93,1.0,10000,1,0.38274204200001805,0.38274204200001805,,3.8274204200001804e-05,100008
5,9,1.5,3.0,0.525,2.0,2.0,2000,0,10220,10220,0.19569471624266144,5.11,4.0,10000,1,1.1557961249998243,1.1557961249998243,,0.00011557961249998243,100009
5,10,2.0,3.0,0.525,2.0,2.0,2000,0,9898,9898,0.2020610224287735,4.949,4.0,10000,1,1.2337687080000705,1.2337687080000705,,0.00012337687080000705,100010
5,11,2.5,3.0,0.525,2.0,2.0,2000,0,9964,9964,0.20072260136491368,4.982,4.0,10000,1,0.9039603749999969,0.9039603749999969,,9.03960374999997e-05,100011
5,12,2.9,3.0,0.525,2.0,2.0,2000,0,14096,14096,0.14188422247446084,7.048,5.0,10000,1,1.1443801670000084,1.1443801670000084,,0.00011443801670000084,100012
5,13,0.1,3.0,1.0,2.0,2.0,2000,3557,0,3557,0.562271577171774,1.7785,1.0,10000,1,0.28594474999999875,0.28594474999999875,,2.8594474999999875e-05,100013
5,14,1.0,3.0,1.0,2.0,2.0,2000,3953,0,3953,0.5059448520111308,1.9765,1.0,10000,1,0.3751178750001145,0.3751178750001145,,3.751178750001145e-05,100014
5,15,1.5,3.0,1.0,2.0,2.0,2000,0,14245,14245,0.1404001404001404,7.1225,5.0,10000,1,1.5989882909998414,1.5989882909998414,,0.00015989882909998415,100015
5,16,2.0,3.0,1.0,2.0,2.0,2000,0,14462,14462,0.13829345871940257,7.231,5.0,10000,1,1.6861412910000126,1.6861412910000126,,0.00016861412910000126,100016
5,17,2.5,3.0,1.0,2.0,2.0,2000,0,13672,13672,0.14628437682855472,6.836,5.0,10000,1,1.265377375000071,1.265377375000071,,0.0001265377375000071,100017
5,18,2.9,3.0,1.0,2.0,2.0,2000,0,20350,20350,0.09828009828009827,10.175,7.0,10000,1,1.6390371669999695,1.6390371669999695,,0.00016390371669999695,100018
5,19,0.1,3.0,1.4749999999999999,2.0,2.0,2000,4226,0,4226,0.47326076668244205,2.113,2.0,10000,1,0.35019120900005873,0.35019120900005873,,3.501912090000587e-05,100019
5,20,1.0,3.0,1.4749999999999999,2.0,2.0,2000,3996,0,3996,0.5005005005005005,1.998,1.0,10000,1,0.38578258300003654,0.38578258300003654,,3.8578258300003655e-05,100020
5,21,1.5,3.0,1.4749999999999999,2.0,2.0,2000,0,27917,27917,0.07164093563061934,13.9585,10.0,10000,1,3.2744974170000205,3.2744974170000205,,0.00032744974170000204,100021
5,22,2.0,3.0,1.4749999999999999,2.0,2.0,2000,0,28185,28185,0.07095973035302466,14.0925,10.0,10000,1,3.2470502500000293,3.2470502500000293,,0.00032470502500000294,100022
5,23,2.5,3.0,1.4749999999999999,2.0,2.0,2000,0,27676,27676,0.07226477814713109,13.838,9.5,10000,1,2.1656000000000404,2.1656000000000404,,0.00021656000000000404,100023
5,24,2.9,3.0,1.4749999999999999,2.0,2.0,2000,0,40212,40212,0.04973639709539441,20.106,14.0,10000,1,3.2713102499999422,3.2713102499999422,,0.00032713102499999424,100024
5,25,0.1,3.0,1.95,2.0,2.0,2000,5767,0,5767,0.3468007629616785,2.8835,2.0,10000,1,0.4676092500001232,0.4676092500001232,,4.676092500001232e-05,100025
5,26,1.0,3.0,1.95,2.0,2.0,2000,3934,0,3934,0.5083884087442806,1.967,2.0,10000,1,0.36791500000003907,0.36791500000003907,,3.6791500000003905e-05,100026
5,27,1.5,3.0,1.95,2.0,2.0,2000,0,345999,345999,0.005780363527062217,172.9995,121.0,10000,1,38.68334512499996,38.68334512499996,,0.003868334512499996,100027
5,28,2.0,3.0,1.95,2.0,2.0,2000,0,338033,338033,0.005916582108847361,169.0165,119.5,10000,1,39.10150908300011,39.10150908300011,,0.003910150908300011,100028
5,29,2.5,3.0,1.95,2.0,2.0,2000,0,333307,333307,0.006000474037448958,166.6535,118.5,10000,1,24.95581987499986,24.95581987499986,,0.002495581987499986,100029
5,30,2.9,3.0,1.95,2.0,2.0,2000,0,504539,504539,0.0039640146747823264,252.2695,171.0,10000,1,39.15994116600018,39.15994116600018,,0.003915994116600018,100030
6,1,0.1,3.0,0.0,2.0,2.0,2000,0,5507,5507,0.3631741420010895,2.7535,2.0,10000,1,0.4885602080000808,0.4885602080000808,,4.885602080000808e-05,100001
6,2,1.0,3.0,0.0,2.0,2.0,2000,0,4055,4055,0.4932182490752158,2.0275,1.0,10000,1,0.4852390830001241,0.4852390830001241,,4.852390830001241e-05,100002
6,3,1.5,3.0,0.0,2.0,2.0,2000,0,4043,4043,0.49468216670789017,2.0215,2.0,10000,1,0.47663137499989716,0.47663137499989716,,4.7663137499989714e-05,100003
6,4,2.0,3.0,0.0,2.0,2.0,2000,0,3906,3906,0.5120327700972862,1.953,2.0,10000,1,0.4864466250000987,0.4864466250000987,,4.864466250000987e-05,100004
6,5,2.5,3.0,0.0,2.0,2.0,2000,0,4100,4100,0.4878048780487805,2.05,2.0,10000,1,0.32228983300001346,0.32228983300001346,,3.222898330000134e-05,100005
6,6,2.9,3.0,0.0,2.0,2.0,2000,0,5825,5825,0.34334763948497854,2.9125,2.0,10000,1,0.4913697920001141,0.4913697920001141,,4.913697920001141e-05,100006
