path,time,value
1,0.0,0.0
1,0.01,0.27548444449880805
1,0.02,0.26808444449870306
1,0.03,0.3886956850841904
1,0.04,0.4431386638723554
1,0.05,0.37714764819152785
1,0.06,0.5992937593914629
1,0.07,0.6506171897541193
1,0.08,0.7319944448620603
1,0.09,0.8472616050705166
1,0.1,0.8118050512429003
1,0.11,0.7250321680195635
1,0.12,0.6606593976545965
1,0.13,0.5765858580112428
1,0.14,0.6008831981237783
1,0.15,0.6541928943428922
1,0.16,0.6723676577000491
1,0.17,0.7046649063544103
1,0.18,0.7366447323801939
1,0.19,0.8319921110416333
1,0.2,0.7526737441570829
1,0.21,0.9389030058342351
1,0.22,0.8266886097565971
1,0.23,0.8550991782806124
1,0.24,0.8389487908231316
1,0.25,0.90392597918719
1,0.26,1.0827030904089905
1,0.27,1.1658303341012797
1,0.28,1.1493082296410204
1,0.29,1.145288821038636
1,0.3,1.159538858765524
1,0.31,1.0327151683937559
1,0.32,1.0593764059786854
1,0.33,0.9768040931568667
1,0.34,0.9502481105216586
1,0.35,0.8827216333522008
1,0.36,1.0288028803007612
1,0.37,1.167694069469984
1,0.38,1.098753961261925
1,0.39,1.085519262051611
1,0.4,0.9630190713925912
1,0.41,0.9550026922405173
1,0.42,1.100392085494541
1,0.43,1.1181379980258206
1,0.44,1.0261936276049524
1,0.45,1.1721033789431385
1,0.46,1.1930746636862422
1,0.47,1.2404067899761673
1,0.48,1.200077961031432
1,0.49,1.3634963487456981
1,0.5,1.4096052144058917
1,0.51,1.4911664738683434
1,0.52,1.373929270123693
1,0.53,1.450567677872824
1,0.54,1.4791789786486778
1,0.55,1.4796896780090036
1,0.56,1.5904374408015955
1,0.57,1.5139722321472473
1,0.58,1.69274459908288
1,0.59,1.571758701141523
1,0.6,1.4556262445638024
1,0.61,1.3156359381286586
1,0.62,1.3928200283380456
1,0.63,1.1644210713360716
1,0.64,1.225680121264806
1,0.65,1.267346913709947
1,0.66,1.2724148241052515
1,0.67,1.1758143181956313
1,0.68,0.9633325296144044
1,0.69,1.0126986655250927
1,0.7,0.9620882754901976
1,0.71,0.9551885592175977
1,0.72,0.8622347282050304
1,0.73,0.8689988830605624
1,0.74,0.7051536523973764
1,0.75,0.6769584403806639
1,0.76,0.48409908420404446
1,0.77,0.47078795190510747
1,0.78,0.5760935014179426
