parameter,alpha_continuous_N,beta_continuous_N,alpha_log10_N,beta_log10_N,beta_plot_y,alpha_ceil_N,beta_ceil_N
1.8044268537074148,6.458850591192517,4.5608493452113406,0.8101552383794814,0.6590457267851174,8.196573146292584,7,5
1.8244649298597195,6.422341481547838,4.535734318845964,0.8076933936641668,0.6566476077811488,8.17653507014028,7,5
1.844503006012024,6.386433903912763,4.511029674267714,0.805258421825306,0.6542756839649982,8.156496993987975,7,5
1.8645410821643287,6.351111573690755,4.486724355731647,0.8028497423112035,0.6519293892429281,8.136458917835672,7,5
1.8845791583166334,6.316358816023715,4.4628077200299945,0.8004667931843935,0.6496081756756498,8.116420841683366,7,5
1.904617234468938,6.282160536771407,4.439269516909166,0.7981090303342351,0.6473115127102501,8.096382765531061,7,5
1.9246553106212423,6.248502195160601,4.4160998706110846,0.795775926730708,0.645038886452313,8.076344689378757,7,5
1.944693386773547,6.215369777991628,4.3932892624633295,0.7934669717168498,0.6427897989757366,8.056306613226452,7,5
1.9647314629258517,6.182749775298637,4.370828514448398,0.7911816703374573,0.6405637676679293,8.036268537074148,7,5
1.9847695390781563,6.150629157367737,4.348708773687658,0.7889195427018446,0.638360324608229,8.016230460921843,7,5
2.004807615230461,6.118995353024432,4.326921497780418,0.7866801233786045,0.6361790159775432,7.996192384769539,7,5
2.0248456913827653,6.087836229108343,4.305458440942974,0.7844629608204648,0.6340194014973478,7.976154308617234,7,5
2.04488376753507,6.057140071059275,4.284311640896542,0.782267616817461,0.6318810538963083,7.956116232464929,7,5
2.064921843687375,6.026895564544224,4.263473406456745,0.7800936659767678,0.62976355840291,7.936078156312624,7,5
2.084959919839679,5.997091778060026,4.242936305780693,0.7779406952276465,0.6276665122625852,7.91604008016032,6,5
2.104997995991984,5.967718146451015,4.222693155230887,0.7758083033500653,0.6255895242779369,7.896002004008015,6,5
2.1250360721442885,5.938764455285395,4.20273700881806,0.7736961005256481,0.623532214370743,7.875963927855711,6,5
2.145074148296593,5.910220826037935,4.18306114818768,0.7716037079096939,0.6214942131645141,7.8559258517034065,6,5
2.165112224448898,5.882077702030306,4.1636590731173815,0.7695307572230915,0.6194751615864599,7.835887775551102,6,5
2.1851503006012023,5.854325835083702,4.1445244924947655,0.7674768903630298,0.6174747104877902,7.815849699398797,6,5
2.205188376753507,5.826956272841499,4.125651315747148,0.7654417590314747,0.6154925202813472,7.795811623246492,6,5
2.2252264529058117,5.79996034672258,4.10703364469673,0.7634250243804473,0.613528260595626,7.775773547094188,6,5
2.2452645290581166,5.7733296604685895,4.08866576581647,0.7614263566732015,0.6115816099443065,7.755735470941882,6,5
