panel,t,x,a,y,theory_density,kde_density
1,1.0,0.5,1.8,0.6642,0.808325027926577,0.7500381582119736
1,1.0,0.5,1.8,0.666,0.8093679057536147,0.7507600278107549
1,1.0,0.5,1.8,0.6678,0.8104025445273949,0.7515123105854341
1,1.0,0.5,1.8,0.6696,0.8114289355243851,0.7522946480647311
1,1.0,0.5,1.8,0.6714,0.8124470701122988,0.7531066318628468
1,1.0,0.5,1.8,0.6732,0.813456939750119,0.7539478068196288
1,1.0,0.5,1.8,0.6749999999999999,0.814458535988127,0.7548176742136209
1,1.0,0.5,1.8,0.6768,0.815451850467922,0.7557156950274048
1,1.0,0.5,1.8,0.6786,0.8164368749224451,0.7566412932452639
1,1.0,0.5,1.8,0.6804,0.8174136011759999,0.7575938591631834
1,1.0,0.5,1.8,0.6822,0.8183820211442722,0.7585727526918324
1,1.0,0.5,1.8,0.6839999999999999,0.8193421268343475,0.7595773066337326
1,1.0,0.5,1.8,0.6858,0.8202939103447286,0.7606068299162462
1,1.0,0.5,1.8,0.6876,0.8212373638653521,0.7616606107629895
1,1.0,0.5,1.8,0.6894,0.8221724796776007,0.7627379197868632
1,1.0,0.5,1.8,0.6912,0.8230992501543185,0.7638380129889797
1,1.0,0.5,1.8,0.693,0.824017667759822,0.7649601346484615
1,1.0,0.5,1.8,0.6948,0.8249277250499113,0.7661035200894265
1,1.0,0.5,1.8,0.6966,0.8258294146718781,0.7672673983122534
1,1.0,0.5,1.8,0.6984,0.8267227293645167,0.7684509944775323
1,1.0,0.5,1.8,0.7001999999999999,0.827607661958127,0.7696535322322889
1,1.0,0.5,1.8,0.702,0.8284842053745238,0.7708742358691313
1,1.0,0.5,1.8,0.7038,0.8293523526270389,0.7721123323104107
1,1.0,0.5,1.8,0.7056,0.8302120968205249,0.7733670529106891
1,1.0,0.5,1.8,0.7074,0.8310634311513582,0.7746376350720121
1,1.0,0.5,1.8,0.7091999999999999,0.8319063489074375,0.7759233236680114
1,1.0,0.5,1.8,0.711,0.8327408434681851,0.7772233722739275
1,1.0,0.5,1.8,0.7128,0.8335669083045444,0.7785370442011751
1,1.0,0.5,1.8,0.7146,0.8343845369789762,0.7798636133362472
1,1.0,0.5,1.8,0.7163999999999999,0.835193723145456,0.7812023647851106
1,1.0,0.5,1.8,0.7182,0.8359944605494668,0.7825525953254404
1,1.0,0.5,1.8,0.72,0.8367867430279939,0.7839136136704488
1,1.0,0.5,1.8,0.7218,0.8375705645095158,0.7852847405490603
1,1.0,0.5,1.8,0.7236,0.8383459190139948,0.7866653086084958
1,1.0,0.5,1.8,0.7253999999999999,0.8391128006528686,0.7880546621464618
1,1.0,0.5,1.8,0.7272,0.8398712036290363,0.7894521566810174
1,1.0,0.5,1.8,0.729,0.8406211222368469,0.7908571583675204
1,1.0,0.5,1.8,0.7308,0.8413625508620851,0.7922690432726228
1,1.0,0.5,1.8,0.7326,0.8420954839819559,0.793687196516445
1,1.0,0.5,1.8,0.7343999999999999,0.8428199161650685,0.7951110112947103
1,1.0,0.5,1.8,0.7362,0.8435358420714179,0.7965398877934031
1,1.0,0.5,1.8,0.738,0.8442432564523672,0.797973232008988
1,1.0,0.5,1.8,0.7398,0.8449421541506265,0.7994104544880037
1,1.0,0.5,1.8,0.7415999999999999,0.8456325301002318,0.8008509690000571
1,1.0,0.5,1.8,0.7434,0.8463143793265244,0.8022941911587869
1,1.0,0.5,1.8,0.7452,0.8469876969461244,0.8037395370053737
1,1.0,0.5,1.8,0.747,0.847652478166908,0.805186421569633
1,1.0,0.5,1.8,0.7488,0.8483087182879808,0.8066342574234711
1,1.0,0.5,1.8,0.7505999999999999,0.8489564126996509,0.8080824532416463
1,1.0,0.5,1.8,0.7524,0.8495955568834008,0.8095304123845026
1,1.0,0.5,1.8,0.7542,0.8502261464118572,0.8109775315171565
1,1.0,0.5,1.8,0.756,0.8508481769487614,0.8124231992792159
1,1.0,0.5,1.8,0.7578,0.8514616442489362,0.8138667950187004
1,1.0,0.5,1.8,0.7595999999999999,0.8520665441582549,0.8153076876032583
1,1.0,0.5,1.8,0.7614,0.8526628726136046,0.8167452343211583
1,1.0,0.5,1.8,0.7632,0.8532506256428535,0.8181787798838457
1,1.0,0.5,1.8,0.765,0.8538297993648131,0.8196076555410045
1,1.0,0.5,1.8,0.7667999999999999,0.8544003899892002,0.8210311783181813
1,1.0,0.5,1.8,0.7686,0.8549623938166002,0.8224486503862637
1,1.0,0.5,1.8,0.7704,0.8555158072384246,0.8238593585708001
1,1.0,0.5,1.8,0.7722,0.8560606267368724,0.8252625740084246
1,1.0,0.5,1.8,0.774,0.8565968488848865,0.8266575519562788
1,1.0,0.5,1.8,0.7757999999999999,0.8571244703461112,0.8280435317594124
1,1.0,0.5,1.8,0.7776,0.8576434878748477,0.82941973697979
1,1.0,0.5,1.8,0.7794,0.8581538983160084,0.830785375689505
1,1.0,0.5,1.8,0.7812,0.8586556986050705,0.8321396409294463
1,1.0,0.5,1.8,0.783,0.8591488857680281,0.8334817113336876
1,1.0,0.5,1.8,0.7847999999999999,0.8596334569213437,0.8348107519183563
1,1.0,0.5,1.8,0.7866,0.8601094092718984,0.8361259150329283
1,1.0,0.5,1.8,0.7884,0.8605767401169397,0.8374263414704423
1,1.0,0.5,1.8,0.7902,0.8610354468440313,0.8387111617321379
1,1.0,0.5,1.8,0.7919999999999999,0.8614855269309978,0.8399794974409751
1,1.0,0.5,1.8,0.7938,0.8619269779458723,0.8412304628973614
1,1.0,0.5,1.8,0.7956,0.8623597975468392,0.8424631667694104
1,1.0,0.5,1.8,0.7974,0.8627839834821791,0.8436767139094434
1,1.0,0.5,1.8,0.7992,0.8631995335902106,0.8448702072870217
1,1.0,0.5,1.8,0.8009999999999999,0.8636064457992322,0.8460427500286709
1,1.0,0.5,1.8,0.8028,0.8640047181274609,0.847193447553269
1,1.0,0.5,1.8,0.8046,0.8643943486829738,0.8483214097917428
1,1.0,0.5,1.8,0.8064,0.8647753356636444,0.8494257534789843
1,1.0,0.5,1.8,0.8082,0.8651476773570802,0.8505056045057218
1,1.0,0.5,1.8,0.8099999999999999,0.8655113721405593,0.8515601003174493
1,1.0,0.5,1.8,0.8118,0.8658664184809646,0.8525883923474522
1,1.0,0.5,1.8,0.8136,0.8662128149347181,0.8535896484707768
1,1.0,0.5,1.8,0.8154,0.8665505601477127,0.8545630554658769
1,1.0,0.5,1.8,0.8171999999999999,0.8668796528552466,0.8555078214706765
1,1.0,0.5,1.8,0.819,0.8672000918819508,0.8564231784200363
1,1.0,0.5,1.8,0.8208,0.867511876141721,0.8573083844516248
1,1.0,0.5,1.8,0.8226,0.8678150046376458,0.8581627262676002
1,1.0,0.5,1.8,0.8244,0.8681094764619346,0.8589855214398292
1,1.0,0.5,1.8,0.8261999999999999,0.8683952907958432,0.8597761206468567
1,1.0,0.5,1.8,0.828,0.8686724469096,0.8605339098311828
1,1.0,0.5,1.8,0.8298,0.8689409441623319,0.8612583122662127
1,1.0,0.5,1.8,0.8316,0.8692007820019858,0.8619487905226684
1,1.0,0.5,1.8,0.8334,0.8694519599652524,0.8626048483250336
1,1.0,0.5,1.8,0.8351999999999999,0.8696944776774874,0.8632260322892964
1,1.0,0.5,1.8,0.837,0.8699283348526322,0.8638119335340193
1,1.0,0.5,1.8,0.8388,0.8701535312931338,0.8643621891575621
1,1.0,0.5,1.8,0.8406,0.8703700668898631,0.8648764835751145
1,1.0,0.5,1.8,0.8423999999999999,0.870577941622032,0.865354549709999
1,1.0,0.5,1.8,0.8442,0.8707771555571104,0.8657961700345684
1,1.0,0.5,1.8,0.846,0.870967708850743,0.8662011774569701
1,1.0,0.5,1.8,0.8478,0.8711496017466621,0.8665694560506181
1,1.0,0.5,1.8,0.8496,0.8713228345766019,0.8669009416245037
1,1.0,0.5,1.8,0.8513999999999999,0.8714874077602125,0.8671956221328284
1,1.0,0.5,1.8,0.8532,0.8716433218049695,0.8674535379236467
1,1.0,0.5,1.8,0.855,0.8717905773060862,0.8676747818266531
1,1.0,0.5,1.8,0.8568,0.8719291749464236,0.8678594990813662
1,1.0,0.5,1.8,0.8586,0.872059115496399,0.8680078871073043
1,1.0,0.5,1.8,0.8603999999999999,0.8721803998138927,0.8681201951187538
1,1.0,0.5,1.8,0.8622,0.8722930288441574,0.8681967235871526
1,1.0,0.5,1.8,0.864,0.8723970036197222,0.868237823554869
1,1.0,0.5,1.8,0.8658,0.8724923252602991,0.8682438958045231
1,1.0,0.5,1.8,0.8675999999999999,0.8725789949726863,0.8682153898887989
1,1.0,0.5,1.8,0.8694,0.872657014050672,0.8681528030257564
1,1.0,0.5,1.8,0.8712,0.8727263838749363,0.8680566788655081
1,1.0,0.5,1.8,0.873,0.8727871059129538,0.8679276061340472
1,1.0,0.5,1.8,0.8748,0.8728391817188924,0.8677662171606418
1,1.0,0.5,1.8,0.8765999999999999,0.8728826129335145,0.8675731862953597
1,1.0,0.5,1.8,0.8784,0.8729174012840745,0.8673492282234537
1,1.0,0.5,1.8,0.8802,0.8729435485842177,0.8670950961835433
1,1.0,0.5,1.8,0.882,0.8729610567338761,0.8668115800967222
1,1.0,0.5,1.8,0.8838,0.8729699277191661,0.8664995046135855
1,1.0,0.5,1.8,0.8855999999999999,0.8729701636122814,0.8661597270865885
1,1.0,0.5,1.8,0.8874,0.8729617665713896,0.8657931354746073
1,1.0,0.5,1.8,0.8892,0.8729447388405234,0.8654006461871392
1,1.0,0.5,1.8,0.891,0.8729190827494755,0.8649832018750145
1,1.0,0.5,1.8,0.8927999999999999,0.8728848007136875,0.8645417691746857
1,1.0,0.5,1.8,0.8946,0.8728418952341438,0.8640773364129725
1,1.0,0.5,1.8,0.8964,0.8727903688972587,0.8635909112789293
1,1.0,0.5,1.8,0.8982,0.8727302243747671,0.8630835184694476
1,1.0,0.5,1.8,0.9,0.8726614644236125,0.8625561973149379
1,1.0,0.5,1.8,0.9017999999999999,0.8725840918858339,0.8620099993913385
1,1.0,0.5,1.8,0.9036,0.8724981096884524,0.8614459861243687
1,1.0,0.5,1.8,0.9054,0.872403520843358,0.8608652263919584
1,1.0,0.5,1.8,0.9072,0.872300328447193,0.8602687941302816
1,1.0,0.5,1.8,0.909,0.872188535681237,0.8596577659488555
1,1.0,0.5,1.8,0.9107999999999999,0.8720681458112893,0.8590332187599424
1,1.0,0.5,1.8,0.9126,0.8719391621875521,0.8583962274270286
1,1.0,0.5,1.8,0.9144,0.8718015882445119,0.8577478624373622
1,1.0,0.5,1.8,0.9162,0.8716554275008204,0.85708918760295
1,1.0,0.5,1.8,0.9179999999999999,0.8715006835591733,0.8564212577945293
1,1.0,0.5,1.8,0.9198,0.871337360106191,0.8557451167126217
1,1.0,0.5,1.8,0.9216,0.8711654609122969,0.8550617946997692
1,1.0,0.5,1.8,0.9234,0.8709849898315932,0.854372306597895
1,1.0,0.5,1.8,0.9252,0.8707959508017404,0.8536776496544299
1,1.0,0.5,1.8,0.9269999999999999,0.8705983478438313,0.8529788014808961
1,1.0,0.5,1.8,0.9288,0.8703921850622658,0.8522767180674712
1,1.0,0.5,1.8,0.9306,0.8701774666446279,0.8515723318568741
1,1.0,0.5,1.8,0.9324,0.869954196861557,0.8508665498808737
1,1.0,0.5,1.8,0.9341999999999999,0.8697223800666223,0.8501602519626599
1,1.0,0.5,1.8,0.9359999999999999,0.8694820206961938,0.8494542889882085
1,1.0,0.5,1.8,0.9378,0.8692331232693148,0.8487494812496347
1,1.0,0.5,1.8,0.9396,0.8689756923875713,0.8480466168635917
1,1.0,0.5,1.8,0.9414,0.8687097327349638,0.8473464502676115
1,1.0,0.5,1.8,0.9431999999999999,0.868435249077774,0.8466497007972565
1,1.0,0.5,1.8,0.945,0.8681522462644361,0.8459570513468982
1,1.0,0.5,1.8,0.9468,0.867860729225402,0.8452691471168804
1,1.0,0.5,1.8,0.9486,0.8675607029730096,0.8445865944497539
1,1.0,0.5,1.8,0.9504,0.8672521726013488,0.8439099597582377
1,1.0,0.5,1.8,0.9521999999999999,0.8669351432861269,0.8432397685473966
1,1.0,0.5,1.8,0.954,0.8666096202845338,0.8425765045336446
1,1.0,0.5,1.8,0.9558,0.8662756089351054,0.8419206088628013
1,1.0,0.5,1.8,0.9576,0.8659331146575878,0.8412724794297037
1,1.0,0.5,1.8,0.9593999999999999,0.8655821429527999,0.8406324703013457
1,1.0,0.5,1.8,0.9611999999999999,0.8652226994024947,0.8400008912457861
1,1.0,0.5,1.8,0.963,0.8648547896692217,0.8393780073686621
1,1.0,0.5,1.8,0.9648,0.8644784194961866,0.8387640388590599
1,1.0,0.5,1.8,0.9666,0.8640935947071123,0.8381591608464393
1,1.0,0.5,1.8,0.9683999999999999,0.8637003212060964,0.83756350336986
1,1.0,0.5,1.8,0.9702,0.8632986049774722,0.8369771514608274
1,1.0,0.5,1.8,0.972,0.8628884520856653,0.8364001453406675
1,1.0,0.5,1.8,0.9738,0.8624698686750502,0.8358324807331103
1,1.0,0.5,1.8,0.9756,0.8620428609698084,0.8352741092925844
1,1.0,0.5,1.8,0.9773999999999999,0.8616074352737841,0.8347249391482923
1,1.0,0.5,1.8,0.9792,0.8611635979703386,0.8341848355639631
1,1.0,0.5,1.8,0.981,0.8607113555222055,0.8336536217127816
1,1.0,0.5,1.8,0.9828,0.8602507144713458,0.8331310795666305
1,1.0,0.5,1.8,0.9845999999999999,0.8597816814387993,0.8326169508985002
1,1.0,0.5,1.8,0.9863999999999999,0.8593042631245389,0.8321109383964503
1,1.0,0.5,1.8,0.9882,0.8588184663073227,0.8316127068872556
1,1.0,0.5,1.8,0.99,0.8583242978445443,0.8311218846672765
1,1.0,0.5,1.8,0.9918,0.8578217646720857,0.8306380649378866
1,1.0,0.5,1.8,0.9935999999999999,0.8573108738041658,0.8301608073422826
1,1.0,0.5,1.8,0.9954,0.8567916323331911,0.8296896396000569
1,1.0,0.5,1.8,0.9972,0.8562640474296042,0.829224059235593
1,1.0,0.5,1.8,0.999,0.8557281263417333,0.8287635353958164
1,1.0,0.5,1.8,1.0008,0.8551838763956398,0.82830751075257
1,1.0,0.5,1.8,1.0026,0.8546313049949635,0.8278554034842955
1,1.0,0.5,1.8,1.0044,0.8540704196207735,0.8274066093314628
1,1.0,0.5,1.8,1.0062,0.8535012278314108,0.8269605037197777
1,1.0,0.5,1.8,1.008,0.8529237372623353,0.8265164439447817
1,1.0,0.5,1.8,1.0098,0.852337955625971,0.8260737714111367
1,1.0,0.5,1.8,1.0116,0.8517438907115504,0.8256318139196416
1,1.0,0.5,1.8,1.0134,0.8511415503849581,0.8251898879946221
1,1.0,0.5,1.8,1.0151999999999999,0.8505309425885736,0.8247473012441522
1,1.0,0.5,1.8,1.017,0.849912075341116,0.8243033547452473
1,1.0,0.5,1.8,1.0188,0.8492849567374842,0.8238573454461107
1,1.0,0.5,1.8,1.0206,0.8486495949485995,0.8234085685771315
1,1.0,0.5,1.8,1.0224,0.8480059982212476,0.8229563200624178
1,1.0,0.5,1.8,1.0242,0.8473541748779176,0.8224998989234306
1,1.0,0.5,1.8,1.026,0.8466941333166437,0.8220386096661954
1,1.0,0.5,1.8,1.0278,0.8460258820108431,0.8215717646437554
1,1.0,0.5,1.8,1.0296,0.845349429509157,0.8210986863852829
1,1.0,0.5,1.8,1.0313999999999999,0.8446647844352885,0.820618709883578
1,1.0,0.5,1.8,1.0332,0.843971955487839,0.8201311848326474
1,1.0,0.5,1.8,1.035,0.8432709514401489,0.8196354778073236
1,1.0,0.5,1.8,1.0368,0.8425617811401317,0.8191309743769715
1,1.0,0.5,1.8,1.0386,0.8418444535101128,0.8186170811456686
1,1.0,0.5,1.8,1.0404,0.8411189775466644,0.8180932277115245
1,1.0,0.5,1.8,1.0422,0.8403853623204411,0.817558868537973
1,1.0,0.5,1.8,1.044,0.8396436169760152,0.8170134847305616
1,1.0,0.5,1.8,1.0458,0.8388937507317121,0.8164565857126952
1,1.0,0.5,1.8,1.0475999999999999,0.8381357728794434,0.8158877107946882
1,1.0,0.5,1.8,1.0493999999999999,0.8373696927845409,0.8153064306306205
1,1.0,0.5,1.8,1.0512,0.8365955198855903,0.8147123485580575
1,1.0,0.5,1.8,1.053,0.8358132636942636,0.8141051018163403
1,1.0,0.5,1.8,1.0548,0.8350229337951508,0.8134843626394073
1,1.0,0.5,1.8,1.0566,0.8342245398455939,0.8128498392200267
1,1.0,0.5,1.8,1.0584,0.8334180915755155,0.8122012765425074
1,1.0,0.5,1.8,1.0602,0.8326035987872524,0.8115384570818138
1,1.0,0.5,1.8,1.062,0.8317810713553847,0.8108612013674402
1,1.0,0.5,1.8,1.0638,0.8309505192265658,0.8101693684110913
1,1.0,0.5,1.8,1.0655999999999999,0.830111952419353,0.8094628559977322
1,1.0,0.5,1.8,1.0674,0.8292653810240365,0.8087416008401223
1,1.0,0.5,1.8,1.0692,0.8284108152024678,0.808005578597698
1,1.0,0.5,1.8,1.071,0.827548265187889,0.807254803760988
1,1.0,0.5,1.8,1.0728,0.8266777412847603,0.8064893294036031
1,1.0,0.5,1.8,1.0746,0.8257992538685871,0.8057092468039938
1,1.0,0.5,1.8,1.0764,0.8249128133857488,0.8049146849401013
1,1.0,0.5,1.8,1.0782,0.8240184303533246,0.804105809860213
1,1.0,0.5,1.8,1.08,0.8231161153589198,0.8032828239339569
1,1.0,0.5,1.8,1.0817999999999999,0.8222058790604928,0.8024459649876877
1,1.0,0.5,1.8,1.0836,0.8212877321861797,0.8015955053291611
1,1.0,0.5,1.8,1.0854,0.8203616855341205,0.8007317506664331
1,1.0,0.5,1.8,1.0872,0.8194277499722837,0.7998550389265935
1,1.0,0.5,1.8,1.089,0.8184859364382914,0.798965738979996
1,1.0,0.5,1.8,1.0908,0.8175362559392425,0.7980642492761357
1,1.0,0.5,1.8,1.0926,0.8165787195515375,0.7971509963973777
1,1.0,0.5,1.8,1.0944,0.8156133384207014,0.796226433537054
1,1.0,0.5,1.8,1.0962,0.8146401237612076,0.79529103890861
1,1.0,0.5,1.8,1.0979999999999999,0.8136590868563006,0.7943453140925095
1,1.0,0.5,1.8,1.0997999999999999,0.8126702390578167,0.7933897823278273
1,1.0,0.5,1.8,1.1016,0.8116735917860094,0.7924249867554077
1,1.0,0.5,1.8,1.1034,0.8106691565293683,0.7914514886195664
1,1.0,0.5,1.8,1.1052,0.8096569448444422,0.7904698654352016
1,1.0,0.5,1.8,1.107,0.8086369683556596,0.7894807091272676
1,1.0,0.5,1.8,1.1088,0.8076092387551502,0.7884846241493454
1,1.0,0.5,1.8,1.1106,0.8065737678025645,0.7874822255880214
1,1.0,0.5,1.8,1.1124,0.8055305673248946,0.786474137259642
1,1.0,0.5,1.8,1.1142,0.8044796492162939,0.7854609898057973
1,1.0,0.5,1.8,1.1159999999999999,0.8034210254378974,0.7844434187937959
1,1.0,0.5,1.8,1.1178,0.8023547080176396,0.7834220628280477
1,1.0,0.5,1.8,1.1196,0.8012807090500751,0.782397561678229
1,1.0,0.5,1.8,1.1214,0.8001990406961962,0.7813705544296515
1,1.0,0.5,1.8,1.1232,0.7991097151832516,0.7803416776611869
1,1.0,0.5,1.8,1.125,0.7980127448045651,0.7793115636556678
1,1.0,0.5,1.8,1.1268,0.796908141919353,0.7782808386475322
1,1.0,0.5,1.8,1.1286,0.7957959189525412,0.7772501211120785
1,1.0,0.5,1.8,1.1304,0.7946760883945846,0.7762200201005202
1,1.0,0.5,1.8,1.1321999999999999,0.793548662801281,0.7751911336245316
1,1.0,0.5,1.8,1.134,0.7924136547935905,0.7741640470938836
1,1.0,0.5,1.8,1.1358,0.7912710770574514,0.7731393318103288
1,1.0,0.5,1.8,1.1376,0.790120942343596,0.7721175435206148
1,1.0,0.5,1.8,1.1394,0.788963263467367,0.7710992210311759
1,1.0,0.5,1.8,1.1412,0.7877980533085334,0.7700848848867909
1,1.0,0.5,1.8,1.143,0.7866253248111061,0.7690750361151968
1,1.0,0.5,1.8,1.1448,0.7854450909831533,0.7680701550392053
1,1.0,0.5,1.8,1.1466,0.7842573648966149,0.7670707001579259
1,1.0,0.5,1.8,1.1483999999999999,0.7830621596871186,0.7660771070979157
1,1.0,0.5,1.8,1.1502,0.7818594885537933,0.7650897876352851
1,1.0,0.5,1.8,1.152,0.780649364759085,0.7641091287892431
1,1.0,0.5,1.8,1.1538,0.7794318016285692,0.7631354919874019
1,1.0,0.5,1.8,1.1556,0.7782068125507672,0.762169212302834
1,1.0,0.5,1.8,1.1574,0.7769744109769572,0.7612105977628325
1,1.0,0.5,1.8,1.1592,0.7757346104209905,0.7602599287288889
1,1.0,0.5,1.8,1.161,0.774487424459103,0.7593174573472794
1,1.0,0.5,1.8,1.1628,0.7732328667297298,0.7583834070695352
1,1.0,0.5,1.8,1.1645999999999999,0.7719709509333175,0.757457972241735
1,1.0,0.5,1.8,1.1663999999999999,0.7707016908321364,0.7565413177614773
1,1.0,0.5,1.8,1.1682,0.7694251002500948,0.7556335788012297
1,1.0,0.5,1.8,1.17,0.7681411930725505,0.7547348605965856
1,1.0,0.5,1.8,1.1718,0.7668499832461221,0.7538452382977703
1,1.0,0.5,1.8,1.1736,0.7655514847785037,0.7529647568827751
1,1.0,0.5,1.8,1.1754,0.7642457117382743,0.7520934311301406
1,1.0,0.5,1.8,1.1772,0.7629326782547109,0.7512312456495891
1,1.0,0.5,1.8,1.179,0.7616123985176001,0.7503781549683773
1,1.0,0.5,1.8,1.1808,0.760284886777049,0.7495340836713867
1,1.0,0.5,1.8,1.1825999999999999,0.7589501573432972,0.7486989265926728
1,1.0,0.5,1.8,1.1844,0.757608224586527,0.7478725490563866
1,1.0,0.5,1.8,1.1862,0.7562591029366759,0.7470547871647487
1,1.0,0.5,1.8,1.188,0.7549028068832461,0.7462454481309049
1,1.0,0.5,1.8,1.1898,0.7535393509751153,0.7454443106542696
1,1.0,0.5,1.8,1.1916,0.7521687498203495,0.7446511253362327
1,1.0,0.5,1.8,1.1934,0.7507910180860099,0.7438656151338332
1,1.0,0.5,1.8,1.1952,0.7494061704979657,0.7430874758492553
1,1.0,0.5,1.8,1.197,0.7480142218407043,0.7423163766528792
1,1.0,0.5,1.8,1.1987999999999999,0.7466151869571411,0.7415519606377675
1,1.0,0.5,1.8,1.2006,0.7452090807484274,0.7407938454034015
1,1.0,0.5,1.8,1.2024,0.743795918173764,0.7400416236667033
1,1.0,0.5,1.8,1.2042,0.7423757142502088,0.7392948638982543
1,1.0,0.5,1.8,1.206,0.7409484840524859,0.738553110981868
1,1.0,0.5,1.8,1.2078,0.7395142427127965,0.7378158868956538
1,1.0,0.5,1.8,1.2096,0.7380730054206284,0.7370826914128181
1,1.0,0.5,1.8,1.2114,0.7366247874225642,0.7363530028205726
1,1.0,0.5,1.8,1.2132,0.7351696040220915,0.7356262786556024
1,1.0,0.5,1.8,1.2149999999999999,0.7337074705794117,0.7349019564545863
1,1.0,0.5,1.8,1.2167999999999999,0.7322384025112495,0.7341794545185144
1,1.0,0.5,1.8,1.2186,0.730762415290661,0.7334581726895012
1,1.0,0.5,1.8,1.2204,0.7292795244468439,0.7327374931389659
1,1.0,0.5,1.8,1.2222,0.7277897455649458,0.7320167811662172
1,1.0,0.5,1.8,1.224,0.7262930942858725,0.7312953860064688
1,1.0,0.5,1.8,1.2258,0.7247895863060976,0.7305726416475128
1,1.0,0.5,1.8,1.2276,0.7232792373774708,0.729847867654393
1,1.0,0.5,1.8,1.2294,0.7217620633070259,0.7291203700014111
1,1.0,0.5,1.8,1.2312,0.72023807995679,0.7283894419110447
1,1.0,0.5,1.8,1.2329999999999999,0.7187073032435929,0.727654364699351
1,1.0,0.5,1.8,1.2348,0.7171697491388737,0.7269144086275526
1,1.0,0.5,1.8,1.2366,0.7156254336684891,0.7261688337596066
1,1.0,0.5,1.8,1.2384,0.7140743729125246,0.7254168908256161
1,1.0,0.5,1.8,1.2402,0.7125165830051001,0.7246578220909808
1,1.0,0.5,1.8,1.242,0.7109520801341785,0.7238908622313629
1,1.0,0.5,1.8,1.2438,0.7093808805413745,0.7231152392134963
1,1.0,0.5,1.8,1.2456,0.7078030005217634,0.7223301751819042
1,1.0,0.5,1.8,1.2474,0.7062184564236877,0.7215348873518022
1,1.0,0.5,1.8,1.2491999999999999,0.7046272646485668,0.720728588908254
1,1.0,0.5,1.8,1.251,0.7030294416507036,0.7199104899119237
1,1.0,0.5,1.8,1.2528,0.7014250039370941,0.7190797982115843
1,1.0,0.5,1.8,1.2546,0.6998139680672347,0.7182357203637011
1,1.0,0.5,1.8,1.2564,0.6981963506529302,0.7173774625593445
1,1.0,0.5,1.8,1.2582,0.6965721683581022,0.7165042315586733
1,1.0,0.5,1.8,1.26,0.6949414378985966,0.7156152356332987
1,1.0,0.5,1.8,1.2618,0.6933041760419927,0.714709685516749
1,1.0,0.5,1.8,1.2636,0.6916603996074101,0.7137867953632272
1,1.0,0.5,1.8,1.2653999999999999,0.6900101254653176,0.7128457837149351
1,1.0,0.5,1.8,1.2671999999999999,0.6883533705373406,0.7118858744780194
1,1.0,0.5,1.8,1.269,0.6866901517960687,0.7109062979073647
1,1.0,0.5,1.8,1.2708,0.6850204862648666,0.7099062916002035
1,1.0,0.5,1.8,1.2726,0.6833443910176779,0.7088851014986561
1,1.0,0.5,1.8,1.2744,0.6816618831788366,0.7078419829010724
1,1.0,0.5,1.8,1.2762,0.6799729799228736,0.7067762014821408
1,1.0,0.5,1.8,1.278,0.678277698474326,0.7056870343215449
1,1.0,0.5,1.8,1.2798,0.6765760561075426,0.7045737709409231
1,1.0,0.5,1.8,1.2816,0.6748680701464963,0.703435714348842
1,1.0,0.5,1.8,1.2833999999999999,0.6731537579645887,0.7022721820933112
1,1.0,0.5,1.8,1.2852,0.6714331369844602,0.7010825073213847
1,1.0,0.5,1.8,1.287,0.6697062246777964,0.699866039845194
1,1.0,0.5,1.8,1.2888,0.6679730385651393,0.6986221472137738
1,1.0,0.5,1.8,1.2906,0.6662335962156943,0.6973502157898225
1,1.0,0.5,1.8,1.2924,0.6644879152471365,0.696049651830487
1,1.0,0.5,1.8,1.2942,0.662736013325423,0.6947198825711186
1,1.0,0.5,1.8,1.296,0.6609779081645988,0.6933603573108605
1,1.0,0.5,1.8,1.2978,0.6592136175266057,0.6919705484987616
1,1.0,0.5,1.8,1.2995999999999999,0.6574431592210918,0.6905499528189566
1,1.0,0.5,1.8,1.3014,0.6556665511052182,0.6890980922733329
1,1.0,0.5,1.8,1.3032,0.6538838110834709,0.6876145152600397
1,1.0,0.5,1.8,1.305,0.6520949571074667,0.6860987976458351
1,1.0,0.5,1.8,1.3068,0.6503000071757631,0.6845505438303441
1,1.0,0.5,1.8,1.3086,0.6484989793336682,0.6829693877999489
1,1.0,0.5,1.8,1.3104,0.6466918916730464,0.6813549941689964
1,1.0,0.5,1.8,1.3122,0.6448787623321316,0.6797070592057245
1,1.0,0.5,1.8,1.314,0.6430596094953343,0.678025311840277
1,1.0,0.5,1.8,1.3157999999999999,0.6412344513930501,0.6763095146518152
1,1.0,0.5,1.8,1.3175999999999999,0.6394033063014698,0.6745594648317343
1,1.0,0.5,1.8,1.3194,0.6375661925423893,0.6727749951197082
1,1.0,0.5,1.8,1.3212,0.6357231284830186,0.6709559747091505
1,1.0,0.5,1.8,1.323,0.6338741325357893,0.6691023101185389
1,1.0,0.5,1.8,1.3248,0.6320192231581674,0.6672139460247717
1,1.0,0.5,1.8,1.3266,0.6301584188524628,0.665290866054766
1,1.0,0.5,1.8,1.3284,0.6282917381656355,0.6633330935311607
1,1.0,0.5,1.8,1.3302,0.6264191996891085,0.6613406921679427
1,1.0,0.5,1.8,1.332,0.6245408220585787,0.6593137667117654
1,1.0,0.5,1.8,1.3337999999999999,0.622656623953823,0.6572524635244805
1,1.0,0.5,1.8,1.3356,0.6207666240985119,0.65515697110236
