draw,y_t1,y_t2
1,1.0499545024276287,1.1965798483473615
2,1.0686701036514896,1.3172729009750181
3,0.6611588892849225,1.313700154782648
4,0.810797719070543,1.4177029015220124
5,0.39699649765644435,1.644843842580885
6,0.7104918568437204,0.8464346617092009
7,0.7567087440971167,1.4361492151746171
8,0.6374955958685407,1.0520274603857485
9,1.5886102836796316,0.8253736247436563
10,0.6698240152282848,0.9866905677818356
11,1.2722367606686709,1.6475567208957227
12,0.3316590769801304,1.208416479520833
13,0.78568191161467,1.3484721630214163
14,0.38471062702741166,1.570355084311207
15,1.328176322448208,1.1160698355865084
16,0.8770452821675891,1.061729005823914
17,0.5079837239440659,1.6390248265116643
18,0.6993198158452337,1.3575012691003712
19,1.0489620155984254,1.3135233261358605
20,0.9882355820981029,1.4232466898047922
21,1.3405954453790845,1.4563921418389305
22,0.5752188261991963,1.3233763455639456
23,1.0348790627794109,1.2537306468173597
24,0.6239068818658992,1.06219081302574
25,0.5149994845268508,1.1539388784659037
26,0.6698980631679674,1.673425307149026
27,0.5427969105730808,1.0461304332477541
28,0.9889150502196813,0.6667709329279674
29,0.628518783681114,1.0229347516383265
30,0.4307575283721363,1.5551519415875315
31,0.4790018868150346,1.4509274038136888
32,0.2788646672525122,1.8415413795485345
33,0.653428524264683,1.6571220541871168
34,1.006474985916128,1.1136658843716463
35,0.9288924917026781,1.1597520418547487
36,0.8596506276479715,0.9293622827268848
37,1.2140143315388516,1.3656907582093667
38,0.6081898680118126,1.8352113568041
39,0.5667476593701015,1.384944586956692
40,0.7656528270893134,1.458534483151631
41,0.3039460557264972,1.679376886882448
42,0.9533007718602956,1.1761527326711727
43,1.0901687674091665,1.0489365461593478
44,0.7094863115316019,1.4699233514964805
45,0.7058547106391379,1.3262880768666763
46,1.1639983529340645,1.0703212390624874
47,1.3659591516207994,1.3737689577610785
48,1.3845844093022337,0.7816563386414932
49,0.9787575726669321,1.3247301467772221
50,0.6988243398106168,1.3403517293906542
51,0.318412902692967,1.1732320147193511
52,1.0504487042505808,1.6633588723256543
53,1.3441815978913094,1.3880276517328172
54,0.4596304721632686,1.6722054449733914
55,0.549954206774055,1.3224967129487892
56,0.575690915324269,1.567212712969123
57,1.4023081557511186,0.8718846946045844
58,0.9210427798752583,1.6707007110983907
59,0.9054737017064095,1.7082800110964462
60,0.8895413826277588,1.136539768620364
61,0.8361416056409232,1.5868193673584963
62,1.2726198996529825,1.6847749752590402
63,1.0320233134687113,1.0804737170621657
64,0.772909107793082,1.5454329584868443
65,0.5592937893349249,0.9639463405947835
66,0.7556338091770289,1.4628933830859272
67,1.1612908182591266,1.1947023627146431
68,1.1409089323858137,1.6155246349789083
69,0.6433675901555347,1.4362754746507007
70,0.711782930426724,1.6315164531322937
71,0.5621090560176275,1.3949725063747112
72,0.7574615786496105,1.4453967906077059
73,0.6158239227667729,1.3208736555777099
74,0.7883603027019361,1.2532059099739463
75,0.5764742645622264,1.3767966595403096
76,0.5219735458338433,1.5343144425847661
77,0.7195298819815468,1.7389736043391506
78,0.7136740992446963,1.5548698196927393
79,0.9567629548171217,1.357864519488008
80,0.7880138456047564,1.8606780909610598
81,1.2478630412154825,1.1684503864322242
82,0.8998350669823314,1.7760546348532649
