panel,t,a,y,theory_density,kde_density
1,0.2,2.0,0.862,0.6726167190229339,0.6998081520301153
1,0.2,2.0,0.864,0.6683841976753703,0.6953529002679515
1,0.2,2.0,0.866,0.6641614677016499,0.6908753182951379
1,0.2,2.0,0.868,0.6599486970405438,0.6863790557110516
1,0.2,2.0,0.87,0.6557460513894648,0.6818677253623527
1,0.2,2.0,0.872,0.6515536942073189,0.6773448685892248
1,0.2,2.0,0.874,0.6473717867175965,0.6728139217535608
1,0.2,2.0,0.876,0.6432004879117088,0.6682781844061644
1,0.2,2.0,0.878,0.6390399545525566,0.6637407894308514
1,0.2,2.0,0.88,0.63489034117834,0.6592046754803454
1,0.2,2.0,0.882,0.6307518001065939,0.6546725619917956
1,0.2,2.0,0.884,0.6266244814384611,0.6501469270395286
1,0.2,2.0,0.886,0.622508533063185,0.6456299882491401
1,0.2,2.0,0.888,0.6184041006628344,0.6411236869610852
1,0.2,2.0,0.89,0.6143113277172448,0.636629675793746
1,0.2,2.0,0.892,0.6102303555091824,0.6321493097163906
1,0.2,2.0,0.894,0.6061613231297228,0.6276836407014543
1,0.2,2.0,0.896,0.6021043674838464,0.6232334159843212
1,0.2,2.0,0.898,0.5980596232962434,0.6187990799172665
1,0.2,2.0,0.9,0.594027223117327,0.6143807793634185
1,0.2,2.0,0.902,0.590007297329456,0.6099783725363497
1,0.2,2.0,0.904,0.5859999741533558,0.6055914411526876
1,0.2,2.0,0.906,0.5820053796547445,0.6012193057282507
1,0.2,2.0,0.908,0.5780236377511556,0.5968610438140879
1,0.2,2.0,0.91,0.5740548702189545,0.5925155109370712
1,0.2,2.0,0.912,0.5700991967005488,0.5881813639812614
1,0.2,2.0,0.914,0.5661567347117883,0.5838570867209304
1,0.2,2.0,0.916,0.5622275996495522,0.579541017194631
1,0.2,2.0,0.918,0.5583119047995185,0.5752313765917587
1,0.2,2.0,0.92,0.5544097613441195,0.5709262993092302
1,0.2,2.0,0.922,0.5505212783706699,0.5666238638259995
1,0.2,2.0,0.924,0.5466465628796758,0.5623221240373777
1,0.2,2.0,0.926,0.5427857197933145,0.5580191406894301
1,0.2,2.0,0.928,0.5389388519640861,0.553713012556055
1,0.2,2.0,0.93,0.5351060601836298,0.5494019070076888
1,0.2,2.0,0.932,0.5312874431917104,0.5450840896306477
1,0.2,2.0,0.934,0.5274830976853602,0.5407579525699194
1,0.2,2.0,0.936,0.5236931183281869,0.5364220412854354
1,0.2,2.0,0.9380000000000001,0.5199175977598329,0.5320750794322013
1,0.2,2.0,0.9400000000000001,0.5161566266055915,0.5277159915980525
1,0.2,2.0,0.9420000000000001,0.5124102934861717,0.5233439236588064
1,0.2,2.0,0.9440000000000001,0.5086786850276147,0.5189582605387485
1,0.2,2.0,0.9460000000000001,0.5049618858713506,0.5145586411948982
1,0.2,2.0,0.9480000000000001,0.5012599786844043,0.5101449706752207
1,0.2,2.0,0.9500000000000001,0.49757304416973597,0.5057174291343638
1,0.2,2.0,0.9520000000000001,0.49390116107672044,0.5012764777244729
1,0.2,2.0,0.9540000000000001,0.49024440621176263,0.49682286131352754
1,0.2,2.0,0.9560000000000001,0.48660285444904255,0.4923576080183433
1,0.2,2.0,0.9580000000000001,0.48297657874139055,0.4878820255742458
1,0.2,2.0,0.96,0.47936565013128796,0.48339769459746623
1,0.2,2.0,0.962,0.47577013776199073,0.47890645882968197
1,0.2,2.0,0.964,0.472190108888776,0.4744104124860806
1,0.2,2.0,0.966,0.4686256288903054,0.46991188485885727
1,0.2,2.0,0.968,0.4650767612801018,0.4654134223566652
1,0.2,2.0,0.97,0.461543567718142,0.4609177681870101
1,0.2,2.0,0.972,0.4580261080225576,0.45642783991266345
1,0.2,2.0,0.974,0.4545244401814432,0.45194670513451496
1,0.2,2.0,0.976,0.4510386203647687,0.447477555571942
1,0.2,2.0,0.978,0.44756870293639467,0.44302367982719704
1,0.2,2.0,0.98,0.44411474046618643,0.43858843513273416
1,0.2,2.0,0.982,0.44067678374222347,0.434175218389317
1,0.2,2.0,0.984,0.437254881783106,0.42978743680853126
1,0.2,2.0,0.986,0.43384908185034876,0.42542847847543397
1,0.2,2.0,0.988,0.4304594294608651,0.42110168314595103
1,0.2,2.0,0.99,0.42708596839954066,0.41681031358896076
1,0.2,2.0,0.992,0.4237287407318835,0.4125575277750979
1,0.2,2.0,0.994,0.4203877868167612,0.4083463522030729
1,0.2,2.0,0.996,0.417063145319214,0.4041796566400627
1,0.2,2.0,0.998,0.41375485322334327,0.40006013053544154
1,0.2,2.0,1.0,0.41046294584527376,0.39599026134720994
1,0.2,2.0,1.002,0.40718745684618646,0.39197231499798085
1,0.2,2.0,1.004,0.4039284182454205,0.3880083186526916
1,0.2,2.0,1.006,0.4006858604336387,0.3841000459835323
1,0.2,2.0,1.008,0.3974598121860586,0.38024900505924336
1,0.2,2.0,1.01,0.39425030067574285,0.37645642896631193
1,0.2,2.0,1.012,0.39105735148694704,0.37272326923879706
1,0.2,2.0,1.014,0.3878809886285262,0.36905019214236473
1,0.2,2.0,1.016,0.3847212345473923,0.36543757782627373
1,0.2,2.0,1.018,0.3815781101420229,0.36188552232558946
1,0.2,2.0,1.02,0.37845163477601895,0.35839384236461075
1,0.2,2.0,1.022,0.3753418262917093,0.3549620828820733
1,0.2,2.0,1.024,0.37224870102379765,0.3515895271692401
1,0.2,2.0,1.026,0.36917227381305234,0.34827520948407575
1,0.2,2.0,1.028,0.36611255802003484,0.34501792997831954
1,0.2,2.0,1.03,0.3630695655388635,0.34181627175006085
1,0.2,2.0,1.032,0.36004330681101554,0.3386686198123188
1,0.2,2.0,1.034,0.3570337908391579,0.3355731817486723
1,0.2,2.0,1.036,0.354041025201009,0.33252800981005715
1,0.2,2.0,1.038,0.35106501606323004,0.32953102419305763
1,0.2,2.0,1.04,0.3481057681953388,0.32658003722898704
1,0.2,2.0,1.042,0.34516328498364957,0.3236727782054556
1,0.2,2.0,1.044,0.3422375684452329,0.320806918537543
1,0.2,2.0,1.046,0.33932861924189406,0.31798009700454666
1,0.2,2.0,1.048,0.3364364366941705,0.315189944770343
1,0.2,2.0,1.05,0.33356101879534017,0.31243410991072235
1,0.2,2.0,1.052,0.33070236222544674,0.3097102811796509
1,0.2,2.0,1.054,0.32786046236533334,0.30701621075799357
1,0.2,2.0,1.056,0.32503531331068375,0.3043497357427898
1,0.2,2.0,1.058,0.322226907886072,0.3017087981525745
1,0.2,2.0,1.06,0.319435237659016,0.2990914632440288
1,0.2,2.0,1.062,0.3166602929540324,0.29649593595752033
1,0.2,2.0,1.064,0.31390206286669325,0.29392057533328353
1,0.2,2.0,1.066,0.3111605352776804,0.2913639067659697
1,0.2,2.0,1.068,0.30843569686683675,0.28882463199262426
1,0.2,2.0,1.07,0.3057275331272116,0.2863016367376573
1,0.2,2.0,1.072,0.30303602837910026,0.28379399596739935
1,0.2,2.0,1.074,0.30036116578407196,0.2813009767363581
1,0.2,2.0,1.076,0.2977029273589892,0.2788220386366474
1,0.2,2.0,1.078,0.29506129399001285,0.2763568318909971
1,0.2,2.0,1.08,0.2924362454465926,0.27390519315789424
1,0.2,2.0,1.082,0.28982776039544217,0.2714671391443262
1,0.2,2.0,1.084,0.287235816414495,0.26904285814698337
1,0.2,2.0,1.086,0.2846603900068395,0.26663269966626735
1,0.2,2.0,1.088,0.2821014566146351,0.2642371622587828
1,0.2,2.0,1.09,0.2795589906330029,0.26185687981280953
1,0.2,2.0,1.092,0.27703296542389044,0.25949260644737765
1,0.2,2.0,1.094,0.2745233533299126,0.25714520024880766
1,0.2,2.0,1.096,0.27203012568816143,0.254815606068718
1,0.2,2.0,1.098,0.2695532528439873,0.2525048376144509
1,0.2,2.0,1.1,0.26709270416474806,0.250213959066646
1,0.2,2.0,1.102,0.26464844805352566,0.24794406645915118
1,0.2,2.0,1.104,0.2622204519628074,0.24569626905376074
1,0.2,2.0,1.106,0.2598086824081293,0.24347167093645405
1,0.2,2.0,1.108,0.2574131049816873,0.24127135305303923
1,0.2,2.0,1.11,0.25503368436590196,0.2390963558905364
1,0.2,2.0,1.112,0.25267038434694783,0.2369476629965636
1,0.2,2.0,1.114,0.2503231678282388,0.23482618551265216
1,0.2,2.0,1.116,0.24799199684386938,0.2327327478790725
1,0.2,2.0,1.118,0.24567683257201173,0.23066807484888985
1,0.2,2.0,1.12,0.24337763534826753,0.2286327799277313
1,0.2,2.0,1.122,0.24109436467897,0.22662735533371636
1,0.2,2.0,1.124,0.23882697925443752,0.2246521635493884
1,0.2,2.0,1.1260000000000001,0.2365754369621791,0.2227074305147922
1,0.2,2.0,1.1280000000000001,0.23433969490004627,0.22079324048835727
1,0.2,2.0,1.1300000000000001,0.23211970938933196,0.21890953258035406
1,0.2,2.0,1.1320000000000001,0.22991543598781639,0.21705609894274552
1,0.2,2.0,1.1340000000000001,0.22772682950275813,0.21523258457951827
1,0.2,2.0,1.1360000000000001,0.22555384400382672,0.21343848872335555
1,0.2,2.0,1.1380000000000001,0.22339643283598015,0.21167316770802183
1,0.2,2.0,1.1400000000000001,0.2212545486322825,0.2099358392512512
1,0.2,2.0,1.1420000000000001,0.21912814332665972,0.20822558805043648
1,0.2,2.0,1.1440000000000001,0.2170171681665998,0.20654137258308203
1,0.2,2.0,1.1460000000000001,0.21492157372578474,0.20488203299582886
1,0.2,2.0,1.1480000000000001,0.2128413099166634,0.2032462999599957
1,0.2,2.0,1.1500000000000001,0.21077632600295892,0.20163280436779998
1,0.2,2.0,1.1520000000000001,0.2087265706121117,0.20004008774178872
1,0.2,2.0,1.154,0.20669199174765476,0.19846661323032885
1,0.2,2.0,1.156,0.20467253680152322,0.196910777064092
1,0.2,2.0,1.158,0.20266815256629644,0.19537092035221523
1,0.2,2.0,1.16,0.20067878524736918,0.19384534110192755
1,0.2,2.0,1.162,0.19870438047505512,0.19233230635173518
1,0.2,2.0,1.164,0.19674488331661774,0.19083006431545885
1,0.2,2.0,1.166,0.19480023828823007,0.18933685644235146
1,0.2,2.0,1.168,0.19287038936686382,0.18785092930682767
1,0.2,2.0,1.17,0.19095528000210188,0.18637054624992935
1,0.2,2.0,1.172,0.18905485312787984,0.1848939987031378
1,0.2,2.0,1.174,0.1871690511741524,0.1834196171334941
1,0.2,2.0,1.176,0.1852978160784809,0.1819457815568786
1,0.2,2.0,1.178,0.18344108929754863,0.1804709315736911
1,0.2,2.0,1.18,0.18159881181859772,0.1789935758878604
1,0.2,2.0,1.182,0.17977092417078647,0.17751230127605933
1,0.2,2.0,1.184,0.17795736643647114,0.1760257809791451
1,0.2,2.0,1.186,0.1761580782624077,0.17453278249211945
1,0.2,2.0,1.188,0.1743729988708717,0.17303217473239502
1,0.2,2.0,1.19,0.17260206707070166,0.1715229345688142
1,0.2,2.0,1.192,0.17084522126825946,0.17000415269585464
1,0.2,2.0,1.194,0.16910239947830832,0.1684750388387484
1,0.2,2.0,1.196,0.1673735393348111,0.16693492627609607
1,0.2,2.0,1.198,0.16565857810164503,0.16538327566693528
1,0.2,2.0,1.2,0.16395745268323225,0.16381967816941118
1,0.2,2.0,1.202,0.16227009963508862,0.16224385783823903
1,0.2,2.0,1.204,0.1605964551742885,0.1606556732882365
1,0.2,2.0,1.206,0.158936455189842,0.15905511861145455
1,0.2,2.0,1.208,0.15729003525299248,0.15744232353601867
1,0.2,2.0,1.21,0.15565713062742417,0.1558175528157753
1,0.2,2.0,1.212,0.15403767627938628,0.15418120484137424
1,0.2,2.0,1.214,0.15243160688773022,0.15253380946553804
1,0.2,2.0,1.216,0.15083885685386197,0.15087602503813213
1,0.2,2.0,1.218,0.14925936031160422,0.14920863465011494
1,0.2,2.0,1.22,0.14769305113697498,0.1475325415897669
1,0.2,2.0,1.222,0.14613986295787768,0.1458487640195151
1,0.2,2.0,1.224,0.1445997291637019,0.14415842888731653
1,0.2,2.0,1.226,0.14307258291483685,0.14246276509280978
1,0.2,2.0,1.228,0.1415583571520996,0.14076309593516895
1,0.2,2.0,1.23,0.14005698460607013,0.13906083087677978
1,0.2,2.0,1.232,0.1385683978063398,0.13735745666426524
1,0.2,2.0,1.234,0.13709252909067238,0.1356545278559828
1,0.2,2.0,1.236,0.1356293106140727,0.13395365681267096
1,0.2,2.0,1.238,0.13417867435776892,0.13225650321531032
1,0.2,2.0,1.24,0.132740552138104,0.13056476318133417
1,0.2,2.0,1.242,0.13131487561533772,0.12888015805688235
1,0.2,2.0,1.244,0.1299015763023579,0.127204422968733
1,0.2,2.0,1.246,0.12850058557330535,0.12553929522467067
1,0.2,2.0,1.248,0.12711183467210438,0.12388650265528645
1,0.2,2.0,1.25,0.12573525472090613,0.12224775199337255
1,0.2,2.0,1.252,0.12437077672844223,0.12062471738915816
1,0.2,2.0,1.254,0.12301833159828492,0.11901902916046025
1,0.2,2.0,1.256,0.12167785013702181,0.11743226287645042
1,0.2,2.0,1.258,0.12034926306233625,0.11586592887202524
1,0.2,2.0,1.26,0.11903250101100142,0.11432146228683315
1,0.2,2.0,1.262,0.11772749454677964,0.1128002137187465
1,0.2,2.0,1.264,0.11643417416823625,0.11130344057613469
1,0.2,2.0,1.266,0.11515247031646092,0.10983229920669094
1,0.2,2.0,1.268,0.11388231338269898,0.10838783787288839
1,0.2,2.0,1.27,0.1126236337158926,0.10697099063554531
1,0.2,2.0,1.272,0.11137636163013476,0.10558257219751868
1,0.2,2.0,1.274,0.11014042741202908,0.10422327374942662
1,0.2,2.0,1.276,0.10891576132796257,0.1028936598486145
1,0.2,2.0,1.278,0.10770229363129125,0.10159416635154837
1,0.2,2.0,1.28,0.10649995456942901,0.10032509940852341
1,0.2,2.0,1.282,0.10530867439085617,0.09908663551827554
1,0.2,2.0,1.284,0.1041283833520316,0.09787882262884298
1,0.2,2.0,1.286,0.10295901172422116,0.09670158226008863
1,0.2,2.0,1.288,0.10180048980023239,0.0955547126127492
1,0.2,2.0,1.29,0.10065274790106517,0.09443789261890004
1,0.2,2.0,1.292,0.0995157163824731,0.09335068687942448
1,0.2,2.0,1.294,0.09838932564143206,0.09229255142559732
1,0.2,2.0,1.296,0.09727350612252983,0.09126284023428734
1,0.2,2.0,1.298,0.09616818832425711,0.09026081241968915
1,0.2,2.0,1.3,0.09507330280522154,0.08928564001893835
1,0.2,2.0,1.302,0.0939887801902666,0.08833641628451946
1,0.2,2.0,1.304,0.0929145511765091,0.08741216439305463
1,0.2,2.0,1.306,0.09185054653928496,0.08651184647790515
1,0.2,2.0,1.308,0.0907966971380139,0.08563437289198478
1,0.2,2.0,1.31,0.08975293392197564,0.08477861160730422
1,0.2,2.0,1.312,0.08871918793599701,0.08394339765895417
1,0.2,2.0,1.314,0.0876953903260624,0.0831275425434916
1,0.2,2.0,1.316,0.08668147234482805,0.08232984348491294
1,0.2,2.0,1.318,0.08567736535706205,0.08154909248554723
1,0.2,2.0,1.32,0.08468300084499189,0.08078408508417305
1,0.2,2.0,1.322,0.0836983104135738,0.08003362874937084
1,0.2,2.0,1.324,0.08272322579567265,0.07929655084248091
1,0.2,2.0,1.326,0.08175767885716674,0.07857170609143309
1,0.2,2.0,1.328,0.08080160160195957,0.07785798352403711
1,0.2,2.0,1.33,0.07985492617691706,0.07715431281698638
1,0.2,2.0,1.332,0.07891758487672129,0.07645967002469657
1,0.2,2.0,1.334,0.07798951014863668,0.07577308266009103
1,0.2,2.0,1.336,0.07707063459720451,0.07509363410743229
1,0.2,2.0,1.338,0.07616089098884687,0.07442046735519682
1,0.2,2.0,1.34,0.07526021225639862,0.07375278804469265
1,0.2,2.0,1.342,0.074368531503551,0.07308986683753912
1,0.2,2.0,1.344,0.0734857820092256,0.07243104111218011
1,0.2,2.0,1.346,0.07261189723185789,0.0717757160062052
1,0.2,2.0,1.348,0.07174681081361127,0.07112336482736062
1,0.2,2.0,1.35,0.07089045658451022,0.0704735288616445
1,0.2,2.0,1.352,0.07004276856649139,0.06982581661180173
1,0.2,2.0,1.354,0.06920368097738507,0.06917990250377995
1,0.2,2.0,1.356,0.06837312823481265,0.06853552510228458
1,0.2,2.0,1.358,0.06755104496001377,0.0678924848794373
1,0.2,2.0,1.36,0.06673736598159108,0.06725064158271858
1,0.2,2.0,1.362,0.06593202633918899,0.06660991124983988
1,0.2,2.0,1.364,0.06513496128708653,0.06597026291898204
1,0.2,2.0,1.366,0.06434610629772376,0.06533171508297494
1,0.2,2.0,1.368,0.06356539706515459,0.06469433193549771
1,0.2,2.0,1.37,0.06279276950841918,0.06405821945632979
1,0.2,2.0,1.372,0.06202815977485201,0.0634235213810881
1,0.2,2.0,1.374,0.06127150424331182,0.06279041509883998
1,0.2,2.0,1.3760000000000001,0.060522739527343994,0.06215910751853081
1,0.2,2.0,1.3780000000000001,0.059781802478266616,0.061529830942380105
1,0.2,2.0,1.3800000000000001,0.05904863018819357,0.06090283898134744
1,0.2,2.0,1.3820000000000001,0.05832315999297915,0.06027840254453908
1,0.2,2.0,1.3840000000000001,0.057605329475097805,0.05965680593105547
1,0.2,2.0,1.3860000000000001,0.05689507646645783,0.059038343049376565
1,0.2,2.0,1.3880000000000001,0.056192339051137075,0.0584233137859818
1,0.2,2.0,1.3900000000000001,0.05549705556806171,0.057812020541580814
1,0.2,2.0,1.3920000000000001,0.054809164613609684,0.05720476495014725
1,0.2,2.0,1.3940000000000001,0.05412860504415221,0.05660184479293367
1,0.2,2.0,1.3960000000000001,0.05345531597852473,0.056003551116868895
1,0.2,2.0,1.3980000000000001,0.05278923680043889,0.05541016556419932
1,0.2,2.0,1.4000000000000001,0.052130307160820934,0.054821957917989675
1,0.2,2.0,1.4020000000000001,0.051478466980091724,0.054239183866128776
1,0.2,2.0,1.4040000000000001,0.0508336564503836,0.05366208298482817
1,0.2,2.0,1.4060000000000001,0.050195816037686684,0.05309087694122152
1,0.2,2.0,1.408,0.04956488648394173,0.05252576791358133
1,0.2,2.0,1.41,0.04894080880906255,0.05196693722683328
1,0.2,2.0,1.412,0.04832352431290417,0.051414544200442315
1,0.2,2.0,1.414,0.047712974577162684,0.05086872520533578
1,0.2,2.0,1.416,0.04710910146722218,0.050329592926279
1,0.2,2.0,1.418,0.046511847133934504,0.04979723582598393
1,0.2,2.0,1.42,0.045921154015346,0.04927171780717082
1,0.2,2.0,1.422,0.0453369648383612,0.04875307806876628
1,0.2,2.0,1.424,0.044759222620351743,0.04824133115238031
1,0.2,2.0,1.426,0.04418787067070407,0.04773646717509456
1,0.2,2.0,1.428,0.04362285259231441,0.047238452244405774
1,0.2,2.0,1.43,0.04306411228302546,0.046747229050846974
1,0.2,2.0,1.432,0.042511593937004315,0.046262717633346946
1,0.2,2.0,1.434,0.04196524204607388,0.045784816311753
1,0.2,2.0,1.436,0.04142500140097796,0.04531340278013605
1,0.2,2.0,1.438,0.040890817092604,0.04484833535351065
1,0.2,2.0,1.44,0.04036263451314332,0.0443894543594399
1,0.2,2.0,1.442,0.03984039935720569,0.043936583664685724
1,0.2,2.0,1.444,0.039324057622875046,0.04348953232561112
1,0.2,2.0,1.446,0.03881355561272153,0.043048096349491013
1,0.2,2.0,1.448,0.038308839934753675,0.04261206055227313
1,0.2,2.0,1.45,0.03780985750332747,0.04218120049669149
1,0.2,2.0,1.452,0.037316555540003564,0.041755284493023105
1,0.2,2.0,1.454,0.0368288815743519,0.041334075643247065
1,0.2,2.0,1.456,0.03634678344471329,0.04091733390796618
1,0.2,2.0,1.458,0.035870209298908245,0.04050481817423157
1,0.2,2.0,1.46,0.03539910759490222,0.04009628830143753
1,0.2,2.0,1.462,0.03493342710141935,0.03969150712176048
1,0.2,2.0,1.464,0.03447311689851703,0.03929024237125967
1,0.2,2.0,1.466,0.03401812637810629,0.03889226852777041
1,0.2,2.0,1.468,0.03356840524443294,0.03849736853213454
1,0.2,2.0,1.47,0.03312390351451522,0.03810533537015776
1,0.2,2.0,1.472,0.032684571518530076,0.037715973493964904
1,0.2,2.0,1.474,0.03225035990016559,0.037329100063148504
1,0.2,2.0,1.476,0.03182121961692271,0.03694454598826904
1,0.2,2.0,1.478,0.03139710194038084,0.03656215676184296
1,0.2,2.0,1.48,0.030977958456416408,0.03618179306492258
1,0.2,2.0,1.482,0.030563741065386583,0.03580333114068533
1,0.2,2.0,1.484,0.030154401982265336,0.035426662930061116
1,0.2,2.0,1.486,0.029749893736745036,0.03505169596827642
1,0.2,2.0,1.488,0.029350169173298992,0.0346783530452101
1,0.2,2.0,1.49,0.028955181451198887,0.0343065716365672
1,0.2,2.0,1.492,0.028564884044502834,0.033936303117003706
1,0.2,2.0,1.494,0.028179230741997855,0.03356751177038576
1,0.2,2.0,1.496,0.027798175647111116,0.03320017361627031
1,0.2,2.0,1.498,0.027421673177779965,0.03283427507534236
1,0.2,2.0,1.5,0.027049678066291504,0.03246981149987977
1,0.2,2.0,1.502,0.026682145359079586,0.03210678559823609
1,0.2,2.0,1.504,0.02631903041649287,0.03174520578478141
1,0.2,2.0,1.506,0.025960288912527784,0.03138508448863789
1,0.2,2.0,1.508,0.025605876834522652,0.031026436455852156
1,0.2,2.0,1.51,0.025255750482825766,0.030669277080303783
1,0.2,2.0,1.512,0.02490986647042536,0.030313620798628437
1,0.2,2.0,1.514,0.024568181722549612,0.029959479583725294
1,0.2,2.0,1.516,0.024230653476233602,0.029606861570004406
1,0.2,2.0,1.518,0.023897239279859008,0.029255769841435072
1,0.2,2.0,1.52,0.02356789699265618,0.028906201410694648
1,0.2,2.0,1.522,0.023242584784182424,0.028558146414339017
1,0.2,2.0,1.524,0.022921261133769563,0.028211587544969018
1,0.2,2.0,1.526,0.022603884829938036,0.027866499736924774
1,0.2,2.0,1.528,0.02229041496978858,0.027522850117174705
1,0.2,2.0,1.53,0.021980810958361213,0.02718059822787907
1,0.2,2.0,1.532,0.02167503250796948,0.026839696521687845
1,0.2,2.0,1.534,0.021373039637504906,0.026500091125290646
1,0.2,2.0,1.536,0.02107479267171891,0.026161722861185455
1,0.2,2.0,1.538,0.020780252240473873,0.0258245285121766
1,0.2,2.0,1.54,0.020489379277971582,0.02548844230787473
1,0.2,2.0,1.542,0.020202135021957855,0.02515339760755045
1,0.2,2.0,1.544,0.019918481012897366,0.02481932874920436
1,0.2,2.0,1.546,0.019638379093130456,0.024486173030746013
1,0.2,2.0,1.548,0.019361791406001815,0.02415387278582078
1,0.2,2.0,1.55,0.019088680394968586,0.023822377514151023
1,0.2,2.0,1.552,0.018819008802683095,0.023491646024340413
1,0.2,2.0,1.554,0.018552739670057872,0.0231616485459668
1,0.2,2.0,1.556,0.018289836335302682,0.022832368767491756
1,0.2,2.0,1.558,0.018030262432944977,0.022503805757064625
1,0.2,2.0,1.56,0.017773981892829447,0.022175975724683713
1,0.2,2.0,1.562,0.01752095893909241,0.021848913586384845
1,0.2,2.0,1.564,0.017271158089121986,0.021522674294112087
1,0.2,2.0,1.566,0.017024544152495165,0.021197333898643866
1,0.2,2.0,1.568,0.016781082229896802,0.020872990317318582
1,0.2,2.0,1.57,0.01654073771201919,0.020549763783256497
1,0.2,2.0,1.572,0.016303476278445715,0.020227796958201743
1,0.2,2.0,1.574,0.016069263896512562,0.01990725469691636
1,0.2,2.0,1.576,0.015838066820157627,0.019588323457126872
1,0.2,2.0,1.578,0.015609851588748785,0.019271210355234276
1,0.2,2.0,1.58,0.015384585025896737,0.018956141874236557
1,0.2,2.0,1.582,0.015162234238253459,0.018643362236447532
1,0.2,2.0,1.584,0.014942766614291227,0.01833313145951701
1,0.2,2.0,1.586,0.014726149823070179,0.018025723119842664
1,0.2,2.0,1.588,0.014512351812987124,0.017721421852614182
1,0.2,2.0,1.59,0.014301340810513888,0.017420520622341694
1,0.2,2.0,1.592,0.014093085318916619,0.01712331780171272
1,0.2,2.0,1.594,0.013887554116965925,0.016830114099916964
1,0.2,2.0,1.596,0.013684716257630684,0.016541209384126773
1,0.2,2.0,1.598,0.013484541066759073,0.016256899439573168
1,0.2,2.0,1.6,0.013286998141748399,0.015977472714593547
1,0.2,2.0,1.602,0.013092057350200702,0.015703207097139685
1,0.2,2.0,1.604,0.012899688828568085,0.015434366768529221
1,0.2,2.0,1.606,0.01270986298078444,0.015171199178730867
1,0.2,2.0,1.608,0.012522550476888964,0.01491393218522992
1,0.2,2.0,1.61,0.012337722251634074,0.014662771394587094
1,0.2,2.0,1.612,0.01215534950308881,0.014417897742245334
1,0.2,2.0,1.614,0.011975403691226493,0.0141794653420399
1,0.2,2.0,1.616,0.011797856536504869,0.013947599632312981
1,0.2,2.0,1.618,0.011622680018438287,0.0137223958406268
1,0.2,2.0,1.62,0.011449846374156993,0.013503917783907502
1,0.2,2.0,1.622,0.0112793280969608,0.013292197015539728
1,0.2,2.0,1.624,0.011111097934862188,0.013087232325577704
1,0.2,2.0,1.6260000000000001,0.010945128889122302,0.012888989594940082
1,0.2,2.0,1.6280000000000001,0.010781394212778237,0.01269740199931469
1,0.2,2.0,1.6300000000000001,0.010619867409163295,0.012512370553603967
1,0.2,2.0,1.6320000000000001,0.010460522230418913,0.012333764983178506
1,0.2,2.0,1.6340000000000001,0.010303332676001102,0.012161424904045186
1,0.2,2.0,1.6360000000000001,0.010148272991178623,0.011995161290341151
1,0.2,2.0,1.6380000000000001,0.00999531766552576,0.011834758204383752
1,0.2,2.0,1.6400000000000001,0.009844441431408701,0.011679974761877297
1,0.2,2.0,1.6420000000000001,0.009695619262465089,0.011530547302821065
1,0.2,2.0,1.6440000000000001,0.009548826372079796,0.01138619173719099
1,0.2,2.0,1.6460000000000001,0.0094040382118534,0.01124660603357379
1,0.2,2.0,1.6480000000000001,0.00926123047006769,0.011111472818603852
1,0.2,2.0,1.6500000000000001,0.009120379070144015,0.010980462055259389
1,0.2,2.0,1.6520000000000001,0.008981460169099387,0.010853233768778878
1,0.2,2.0,1.6540000000000001,0.008844450155996794,0.010729440790114342
1,0.2,2.0,1.6560000000000001,0.008709325650392325,0.010608731488389842
1,0.2,2.0,1.6580000000000001,0.008576063500777832,0.010490752465722081
1,0.2,2.0,1.6600000000000001,0.008444640783021101,0.010375151189920363
1,0.2,2.0,1.6620000000000001,0.00831503479880167,0.01026157854295148
1,0.2,2.0,1.6640000000000001,0.008187223074044413,0.010149691265562361
1,0.2,2.0,1.666,0.00806118335734984,0.010039154281038193
1,0.2,2.0,1.668,0.007936893618422265,0.009929642883670707
1,0.2,2.0,1.67,0.007814332046495226,0.009820844780068679
1,0.2,2.0,1.672,0.007693477048755361,0.00971246197390326
1,0.2,2.0,1.674,0.007574307248763665,0.009604212487006849
1,0.2,2.0,1.676,0.0074568014848758225,0.009495831911893285
1,0.2,2.0,1.678,0.0073409388086603244,0.009387074792716457
1,0.2,2.0,1.68,0.007226698483316272,0.009277715833410121
1,0.2,2.0,1.682,0.007114059982089369,0.009167550933246088
1,0.2,2.0,1.684,0.00700300298668714,0.009056398051305118
1,0.2,2.0,1.686,0.006893507385694175,0.008944097902383494
1,0.2,2.0,1.688,0.006785553272985915,0.008830514487666823
1,0.2,2.0,1.69,0.006679120946143266,0.008715535464113423
1,0.2,2.0,1.692,0.006574190904866037,0.008599072356922512
1,0.2,2.0,1.694,0.006470743849387765,0.008481060619749056
1,0.2,2.0,1.696,0.006368760678889288,0.008361459547494664
1,0.2,2.0,1.698,0.006268222489914245,0.008240252046587402
1,0.2,2.0,1.7,0.00616911057478442,0.008117444267692411
1,0.2,2.0,1.702,0.006071406420015571,0.007993065105804366
1,0.2,2.0,1.704,0.005975091704735764,0.007867165572689232
1,0.2,2.0,1.706,0.005880148299102517,0.007739818046693132
1,0.2,2.0,1.708,0.0057865582627235,0.007611115405044491
1,0.2,2.0,1.71,0.005694303843077038,0.007481170043957369
1,0.2,2.0,1.712,0.0056033674739355,0.007350112792113173
1,0.2,2.0,1.714,0.005513731773788532,0.007218091723460759
1,0.2,2.0,1.716,0.0054253795442712445,0.007085270875733127
