path,time,value
1,0.0,0.1
1,0.01,0.20008372295349922
1,0.02,0.40021928965352116
1,0.03,0.43684765357326405
1,0.04,0.23898981493378468
1,0.05,0.11704826666807976
1,0.06,0.2923210730041738
1,0.07,0.1996749227161083
1,0.08,0.35533308920875334
1,0.09,0.3742018958613661
1,0.1,0.4053085035969029
1,0.11,0.35605091369753045
1,0.12,0.29856873390414385
1,0.13,0.31731393212960274
1,0.14,0.41917793551766425
1,0.15,0.4217051990351772
1,0.16,0.4587132767259821
1,0.17,0.521470302233952
1,0.18,0.4247772064864232
1,0.19,0.5420570645058715
1,0.2,0.5050353686671926
1,0.21,0.5963202113739091
1,0.22,0.681739866177635
1,0.23,0.7045383424341554
1,0.24,0.7442788909186494
1,0.25,0.6022584065801252
1,0.26,0.6223350518483536
1,0.27,0.5389921932308276
1,0.28,0.42136328787849014
1,0.29,0.3186300155060111
1,0.3,0.2175714461721992
1,0.31,0.2792883818020855
1,0.32,0.24132179875729895
1,0.33,0.3215196827829171
1,0.34,0.5543344534343334
1,0.35,0.4150032224102881
1,0.36,0.41820566923961283
1,0.37,0.454160261225127
1,0.38,0.450973857077232
1,0.39,0.6294204453124064
1,0.4,0.6760804696816965
1,0.41,0.6193419441683379
1,0.42,0.5811757692957797
1,0.43,0.6087717431070873
1,0.44,0.7059203257740517
1,0.45,0.6775021072310573
1,0.46,0.7720041642057728
1,0.47,0.7024120451664466
1,0.48,0.6602001775351045
1,0.49,0.6575638484402324
1,0.5,0.6423701092961595
1,0.51,0.5866527148348772
1,0.52,0.4430924715975669
1,0.53,0.5460765745920784
1,0.54,0.69747382418158
1,0.55,0.7075813286563993
1,0.56,0.6788887656364522
1,0.57,0.8031885430398862
1,0.58,0.7842689926124803
1,0.59,0.8410354523116479
1,0.6,0.8279579220489973
1,0.61,0.7852477758147921
1,0.62,0.8130535309750114
1,0.63,0.7939739834679111
1,0.64,0.9279957295275836
1,0.65,0.9902680928077795
1,0.66,1.007111771838006
1,0.67,1.1819843337787526
1,0.68,1.187480702968873
1,0.69,1.1793962938087152
1,0.7,1.309287748944624
1,0.71,1.0119747049793166
1,0.72,0.9744563073388826
1,0.73,0.7160825096233973
1,0.74,0.6981746989838594
1,0.75,0.6630101417009757
1,0.76,0.5528155603801143
1,0.77,0.45893619809977326
1,0.78,0.5264279516899664
1,0.79,0.6006138987984486
1,0.8,0.6518627451699278
1,0.81,0.7473547285110863
1,0.82,0.7782657607142002
1,0.83,0.8371316258076633
1,0.84,0.9993540679142521
1,0.85,0.9996385676343177
1,0.86,0.9597509936596175
1,0.87,1.0066546480529655
1,0.88,0.9666956529412556
1,0.89,0.8564346633699085
1,0.9,0.619753987267284
1,0.91,0.5534295010808882
1,0.92,0.6734261602841319
